"Order ID","Order Date","CustomerName","State","City","Amount","Profit","Quantity","Category","Sub-Category","PaymentMode"
"B-25660",2018-05-16,"Shruti","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25918",2018-12-22,"Karandeep","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25971",2018-01-22,"Mitali","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26063",2018-03-15,"Farah","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25867",2018-11-17,"Ankit","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-25703",2018-06-28,"Ekta","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25661",2018-05-17,"Subhashree","Jammu and Kashmir","Kashmir",NA,NA,NA,NA,NA,NA
"B-25748",2018-08-12,"Nitant","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25766",2018-08-30,"Surabhi","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25861",2018-11-15,"Aayush","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-26058",2018-03-11,"Aditya","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25808",2018-10-08,"Apsingekar","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25900",2018-12-09,"Anand","Punjab","Amritsar",NA,NA,NA,NA,NA,NA
"B-26084",2018-03-25,"Anita","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25652",2018-05-08,"Tushina","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-26008",2018-02-09,"Kalyani","Tamil Nadu","Chennai",NA,NA,NA,NA,NA,NA
"B-25799",2018-10-01,"Divyansh","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-25927",2018-12-31,"Shreya","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25985",2018-01-31,"Ginny","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25994",2018-02-03,"Omkar","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25620",2018-04-20,"Sarita","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25712",2018-07-07,"Adhvaita","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25976",2018-01-25,"Piyam","Punjab","Amritsar",NA,NA,NA,NA,NA,NA
"B-26068",2018-03-16,"Shefali","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25721",2018-07-16,"Anchal","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25863",2018-11-15,"Manibalan","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25991",2018-02-03,"Mansi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25737",2018-08-01,"Shubham","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26043",2018-03-01,"Amit","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-25977",2018-01-27,"Aayushi","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25908",2018-12-12,"Pradeep","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25941",2018-01-07,"Jaideep","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25794",2018-09-24,"Aditya","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-26041",2018-02-27,"Ritu","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25695",2018-06-18,"Suhani","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25960",2018-01-18,"Shreya","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-26037",2018-02-23,"Hitika","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25921",2018-12-25,"Sandra","Punjab","Amritsar",NA,NA,NA,NA,NA,NA
"B-25944",2018-01-10,"Syed","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25724",2018-07-19,"Sheetal","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26024",2018-02-19,"Vandana","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25694",2018-06-18,"Subhasmita","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25665",2018-05-21,"Chayanika","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-26004",2018-02-08,"Nandita","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25611",2018-04-11,"Anita","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25901",2018-12-10,"Suraj","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25623",2018-04-22,"Atharv","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25713",2018-07-08,"Raksha","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-26091",2018-03-27,"Manju","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-25604",2018-04-03,"Divsha","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25827",2018-10-23,"Sheetal","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25835",2018-10-29,"Moumita","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-26025",2018-02-19,"Bhavna","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-25809",2018-10-09,"Suman","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25905",2018-12-11,"Bhargav","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25948",2018-01-13,"Mukund","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-26094",2018-03-27,"Deepak","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25949",2018-01-13,"Shantanu","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-26001",2018-02-07,"Patil","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25771",2018-09-02,"Vaibhavi","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25659",2018-05-15,"Sanskriti","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25924",2018-12-28,"Prajakta","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25883",2018-11-27,"Saptadeep","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25946",2018-01-12,"Saurabh","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-26065",2018-03-16,"Nida","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26083",2018-03-24,"Yogesh","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25725",2018-07-20,"Anisha","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25630",2018-04-24,"Sahil","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25673",2018-05-28,"Arsheen","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-25692",2018-06-17,"Rashmi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25992",2018-02-03,"Gaurav","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-25765",2018-08-29,"Meghana","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25892",2018-12-04,"Aditi","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-26089",2018-03-26,"Kanak","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-25780",2018-09-13,"Teena","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-25684",2018-06-09,"Samiksha","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25739",2018-08-03,"Daksh","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25731",2018-07-26,"Akash","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25648",2018-05-04,"Aditya","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-26038",2018-02-24,"Pooja","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25700",2018-06-25,"Shubhi","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-26015",2018-02-14,"Kasheen","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25704",2018-06-29,"Riya","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25811",2018-10-10,"Utsav","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25821",2018-10-16,"Ajay","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25874",2018-11-24,"Megha","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-25668",2018-05-24,"Rhea","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25800",2018-10-01,"Ishit","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25928",2018-01-01,"Smriti","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-26021",2018-02-17,"Anita","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-26064",2018-03-16,"Ankita","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25882",2018-11-26,"Masurkar","Punjab","Amritsar",NA,NA,NA,NA,NA,NA
"B-25891",2018-12-04,"Shivani","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25820",2018-10-16,"Dheeraj","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25889",2018-12-03,"Abhishek","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25871",2018-11-21,"Gunjal","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25637",2018-04-26,"Ashmi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25616",2018-04-15,"Kanak","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-25972",2018-01-23,"Jesslyn","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-25805",2018-10-05,"Ankit","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25860",2018-11-15,"Akshay","Tamil Nadu","Chennai",NA,NA,NA,NA,NA,NA
"B-26080",2018-03-22,"Sonakshi","Jammu and Kashmir","Kashmir",NA,NA,NA,NA,NA,NA
"B-25807",2018-10-07,"Vipul","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25734",2018-07-29,"Pranav","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25880",2018-11-24,"Apoorv","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-25934",2018-01-04,"Rahul","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25913",2018-12-17,"Geetanjali","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25912",2018-12-16,"Preksha","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25824",2018-10-20,"Shyam","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25711",2018-07-06,"Sakshi","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25864",2018-11-15,"Aromal","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25917",2018-12-21,"Sanjay","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-26049",2018-03-05,"Lisha","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25920",2018-12-24,"Jayanti","Uttar Pradesh","Prayagraj",NA,NA,NA,NA,NA,NA
"B-25699",2018-06-24,"Kritika","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25735",2018-07-30,"Arindam","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25701",2018-06-26,"Maithilee","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26092",2018-03-27,"Ramesh","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-26082",2018-03-23,"Jitesh","Uttar Pradesh","Lucknow",NA,NA,NA,NA,NA,NA
"B-25818",2018-10-14,"Sandeep","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25846",2018-11-03,"Soodesh","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-26011",2018-02-12,"Bharat","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-25631",2018-04-24,"Ritu","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25606",2018-04-06,"Hazel","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25746",2018-08-10,"Shivam","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-26005",2018-02-08,"Parnavi","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25844",2018-11-03,"Swati","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25869",2018-11-19,"Parakh","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-26066",2018-03-16,"Priyanka","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25865",2018-11-15,"Arun","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26039",2018-02-25,"Hemant","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25916",2018-12-20,"Utkarsh","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-26090",2018-03-27,"Sagar","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25988",2018-01-31,"Nirja","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25906",2018-12-11,"Abhijit","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-26017",2018-02-14,"Sonakshi","Jammu and Kashmir","Kashmir",NA,NA,NA,NA,NA,NA
"B-25644",2018-04-30,"Mayank","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25679",2018-06-04,"Avni","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25723",2018-07-18,"Wale","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25605",2018-04-05,"Kasheen","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25792",2018-09-24,"Abhishek","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25680",2018-06-04,"Aayushi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25931",2018-01-04,"Sidharth","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25932",2018-01-04,"Bhutekar","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25990",2018-02-02,"Mugdha","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25615",2018-04-15,"Bhavna","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-26031",2018-02-22,"Deepak","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25801",2018-10-01,"Aryan","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25833",2018-10-29,"Krishna","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26077",2018-03-22,"Divsha","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25936",2018-01-05,"Nikhil","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25938",2018-01-05,"Shikhar","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25716",2018-07-11,"Surabhi","Tamil Nadu","Chennai",NA,NA,NA,NA,NA,NA
"B-25740",2018-08-03,"Rane","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25763",2018-08-27,"Noshiba","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-25872",2018-11-22,"Saurabh","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25879",2018-11-24,"Siddharth","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25926",2018-12-30,"Dipali","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26074",2018-03-21,"Bharat","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-25627",2018-04-23,"Hitika","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25940",2018-01-06,"Vivek","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-26047",2018-03-04,"Ashmi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26069",2018-03-17,"Sanskriti","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-26027",2018-02-20,"Sagar","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25963",2018-01-19,"Pratiksha","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25922",2018-12-26,"Akshata","Gujarat","Surat",NA,NA,NA,NA,NA,NA
"B-25866",2018-11-16,"Komal","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25607",2018-04-06,"Sonakshi","Jammu and Kashmir","Kashmir",NA,NA,NA,NA,NA,NA
"B-25775",2018-09-08,"Duhita","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25998",2018-02-04,"Anmol","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-26062",2018-03-15,"Tushina","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-25722",2018-07-17,"Inderpreet","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25776",2018-09-09,"Mousam","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-26032",2018-02-22,"Monisha","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25705",2018-06-30,"Shweta","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25628",2018-04-24,"Pooja","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25733",2018-07-28,"Dhirajendu","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25647",2018-05-03,"Sharda","Kerala","Thiruvananthapuram",NA,NA,NA,NA,NA,NA
"B-25790",2018-09-23,"Sajal","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25709",2018-07-01,"Aakanksha","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25911",2018-12-15,"Phalguni","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25774",2018-09-07,"Snehal","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-26042",2018-02-28,"Manish","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-25815",2018-10-10,"Harsh","Nagaland","Kohima",NA,NA,NA,NA,NA,NA
"B-25822",2018-10-18,"Tejas","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-26075",2018-03-21,"Pearl","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25783",2018-09-15,"Shivangi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26046",2018-03-04,"Nishi","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25690",2018-06-15,"Gunjan","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-25706",2018-07-01,"Swetlana","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-25736",2018-07-31,"Akshat","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25720",2018-07-15,"Namrata","Punjab","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25907",2018-12-11,"Jaydeep","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-25719",2018-07-12,"Rashmi","Madhya Pradesh","Indore",NA,NA,NA,NA,NA,NA
"B-26013",2018-02-13,"Jahan","Madhya Pradesh","Bhopal",NA,NA,NA,NA,NA,NA
"B-26044",2018-03-02,"Sanjay","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-25649",2018-05-05,"Rachna","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25658",2018-05-14,"Shefali","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25672",2018-05-28,"Akanksha","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-25624",2018-04-22,"Vini","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25884",2018-11-28,"Sumeet","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25641",2018-04-27,"Parishi","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25841",2018-11-01,"Ashvini","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25980",2018-01-27,"Shweta","Rajasthan","Udaipur",NA,NA,NA,NA,NA,NA
"B-26012",2018-02-13,"Pearl","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-26029",2018-02-20,"Ramesh","Gujarat","Ahmedabad",NA,NA,NA,NA,NA,NA
"B-26071",2018-03-19,"Subhashree","Jammu and Kashmir","Kashmir",NA,NA,NA,NA,NA,NA
"B-25646",2018-05-01,"Sonal","Bihar","Patna",NA,NA,NA,NA,NA,NA
"B-25677",2018-06-02,"Ekta","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25759",2018-08-23,"Soumya","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-26059",2018-03-12,"Rachna","Haryana","Chandigarh",NA,NA,NA,NA,NA,NA
"B-25632",2018-04-25,"Manish","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-26079",2018-03-22,"Hazel","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25674",2018-05-28,"Mahima","Maharashtra","Pune",NA,NA,NA,NA,NA,NA
"B-25965",2018-01-21,"Saloni","West Bengal","Kolkata",NA,NA,NA,NA,NA,NA
"B-25732",2018-07-27,"Anubhaw","Karnataka","Bangalore",NA,NA,NA,NA,NA,NA
"B-25834",2018-10-29,"Ananya","Andhra Pradesh","Hyderabad",NA,NA,NA,NA,NA,NA
"B-25784",2018-09-15,"Rohit","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25982",2018-01-29,"Hemangi","Delhi","Delhi",NA,NA,NA,NA,NA,NA
"B-25788",2018-09-21,"Dinesh","Tamil Nadu","Chennai",NA,NA,NA,NA,NA,NA
"B-25742",2018-08-03,"Ashwin","Goa","Goa",NA,NA,NA,NA,NA,NA
"B-26088",2018-03-26,"Bhavna","Sikkim","Gangtok",NA,NA,NA,NA,NA,NA
"B-25707",2018-07-01,"Shivani","Maharashtra","Mumbai",NA,NA,NA,NA,NA,NA
"B-25758",2018-08-22,"Shubham","Himachal Pradesh","Simla",NA,NA,NA,NA,NA,NA
"B-26095",2018-03-28,"Monisha","Rajasthan","Jaipur",NA,NA,NA,NA,NA,NA
"B-25681",NA,NA,NA,NA,1096,658,7,"Electronics","Electronic Games","COD"
"B-26055",NA,NA,NA,NA,5729,64,14,"Furniture","Chairs","EMI"
"B-25955",NA,NA,NA,NA,2927,146,8,"Furniture","Bookcases","EMI"
"B-26093",NA,NA,NA,NA,2847,712,8,"Electronics","Printers","Credit Card"
"B-25602",NA,NA,NA,NA,2617,1151,4,"Electronics","Phones","Credit Card"
"B-25881",NA,NA,NA,NA,2244,247,4,"Clothing","Trousers","Credit Card"
"B-25696",NA,NA,NA,NA,275,-275,4,"Clothing","Saree","COD"
"B-25687",NA,NA,NA,NA,387,-213,5,"Clothing","Saree","UPI"
"B-25643",NA,NA,NA,NA,50,-44,2,"Clothing","Hankerchief","UPI"
"B-25851",NA,NA,NA,NA,135,-54,5,"Clothing","Kurti","COD"
"B-25703",NA,NA,NA,NA,231,-190,9,"Clothing","Hankerchief","COD"
"B-25887",NA,NA,NA,NA,2125,-234,6,"Electronics","Printers","EMI"
"B-25923",NA,NA,NA,NA,3873,-891,6,"Electronics","Phones","Credit Card"
"B-25756",NA,NA,NA,NA,729,-492,5,"Furniture","Bookcases","UPI"
"B-25761",NA,NA,NA,NA,2188,1050,5,"Furniture","Bookcases","Credit Card"
"B-25655",NA,NA,NA,NA,6,-3,1,"Clothing","Hankerchief","UPI"
"B-25786",NA,NA,NA,NA,1854,433,5,"Furniture","Bookcases","Credit Card"
"B-26095",NA,NA,NA,NA,6,1,1,"Clothing","Kurti","UPI"
"B-25853",NA,NA,NA,NA,2093,721,5,"Furniture","Chairs","Credit Card"
"B-25735",NA,NA,NA,NA,7,-1,2,"Clothing","Skirt","UPI"
"B-25910",NA,NA,NA,NA,1622,-624,5,"Furniture","Tables","Credit Card"
"B-25950",NA,NA,NA,NA,1622,95,5,"Electronics","Printers","Credit Card"
"B-25744",NA,NA,NA,NA,373,254,6,"Electronics","Printers","UPI"
"B-25845",NA,NA,NA,NA,82,-33,4,"Clothing","Kurti","COD"
"B-26001",NA,NA,NA,NA,8,2,2,"Clothing","Skirt","UPI"
"B-25830",NA,NA,NA,NA,1954,782,3,"Electronics","Phones","Credit Card"
"B-25842",NA,NA,NA,NA,1543,370,8,"Electronics","Printers","Credit Card"
"B-25778",NA,NA,NA,NA,1506,-266,6,"Electronics","Printers","Credit Card"
"B-25686",NA,NA,NA,NA,1829,-56,6,"Furniture","Tables","Credit Card"
"B-25754",NA,NA,NA,NA,9,-1,3,"Clothing","Skirt","UPI"
"B-26048",NA,NA,NA,NA,1461,202,5,"Furniture","Tables","EMI"
"B-25816",NA,NA,NA,NA,391,113,8,"Clothing","Stole","COD"
"B-26022",NA,NA,NA,NA,1824,1303,8,"Electronics","Phones","Credit Card"
"B-25883",NA,NA,NA,NA,16,-15,4,"Clothing","Hankerchief","UPI"
"B-26003",NA,NA,NA,NA,1745,122,2,"Furniture","Tables","Credit Card"
"B-26097",NA,NA,NA,NA,663,-212,5,"Electronics","Printers","UPI"
"B-25710",NA,NA,NA,NA,10,-1,1,"Clothing","Leggings","UPI"
"B-25797",NA,NA,NA,NA,1630,802,5,"Furniture","Tables","EMI"
"B-25618",NA,NA,NA,NA,12,0,2,"Clothing","Hankerchief","UPI"
"B-25723",NA,NA,NA,NA,12,-7,2,"Clothing","Leggings","UPI"
"B-25755",NA,NA,NA,NA,1709,564,3,"Clothing","Trousers","Credit Card"
"B-25788",NA,NA,NA,NA,12,3,1,"Clothing","Stole","UPI"
"B-25681",NA,NA,NA,NA,1625,-77,3,"Electronics","Phones","EMI"
"B-25991",NA,NA,NA,NA,13,5,2,"Clothing","Hankerchief","UPI"
"B-25779",NA,NA,NA,NA,1361,980,3,"Furniture","Tables","COD"
"B-25909",NA,NA,NA,NA,1622,-448,3,"Electronics","Phones","EMI"
"B-25943",NA,NA,NA,NA,1547,340,6,"Electronics","Accessories","EMI"
"B-25935",NA,NA,NA,NA,1657,460,4,"Furniture","Chairs","Credit Card"
"B-25613",NA,NA,NA,NA,1603,0,9,"Clothing","Saree","Credit Card"
"B-25729",NA,NA,NA,NA,1549,-439,4,"Electronics","Phones","Credit Card"
"B-25772",NA,NA,NA,NA,1183,106,4,"Electronics","Printers","EMI"
"B-25655",NA,NA,NA,NA,74,-123,8,"Clothing","Skirt","UPI"
"B-25640",NA,NA,NA,NA,1499,239,13,"Clothing","Saree","Credit Card"
"B-25810",NA,NA,NA,NA,1120,199,6,"Clothing","Saree","EMI"
"B-25801",NA,NA,NA,NA,15,-2,1,"Clothing","T-shirt","Debit Card"
"B-26085",NA,NA,NA,NA,1487,624,3,"Clothing","Trousers","Credit Card"
"B-25868",NA,NA,NA,NA,1118,206,2,"Furniture","Tables","Credit Card"
"B-25714",NA,NA,NA,NA,11,-5,2,"Clothing","Hankerchief","COD"
"B-25784",NA,NA,NA,NA,15,4,1,"Clothing","Hankerchief","Debit Card"
"B-25608",NA,NA,NA,NA,1364,1864,5,"Furniture","Tables","Credit Card"
"B-26051",NA,NA,NA,NA,1337,147,7,"Electronics","Printers","Credit Card"
"B-25900",NA,NA,NA,NA,15,2,1,"Clothing","Leggings","Debit Card"
"B-25760",NA,NA,NA,NA,322,-193,5,"Electronics","Printers","UPI"
